Name,Body,Year,Price,Transmission,Mileage,Volume,Customs Clearance,Color,задний,передний,полный
35,9,2014,4600000,2,176000.0,1.5,1,11,0,1,0
35,9,2014,4200000,2,202000.0,1.5,1,1,0,1,0
35,9,2014,4000000,2,300.0,1.5,1,1,0,1,0
35,9,2014,4400000,0,112000.0,1.5,1,1,0,1,0
35,9,2014,5200000,2,115000.0,1.5,1,1,0,1,0
254,0,2004,2700000,2,385000.0,2.9,1,11,0,0,1
254,2,2020,12600000,0,10000.0,1.6,1,1,0,1,0
36,9,2005,1500000,0,775555.0,2.0,1,1,0,1,0
36,9,2004,2300000,0,12345.0,2.0,1,11,0,1,0
37,12,2010,3600000,0,126000.0,1.0,1,3,0,1,0
37,12,2010,3900000,0,191255.0,0.8,1,6,0,1,0
37,12,2010,3700000,0,209650.0,1.0,1,4,0,1,0
37,12,2009,1666666,0,103000.0,1.0,0,6,0,1,0
37,12,2010,3600000,0,163000.0,1.0,1,7,0,1,0
37,12,2010,3450000,0,145874.0,1.0,1,1,0,1,0
38,9,2009,800000,2,300000.0,1.3,0,5,0,1,0
39,9,2006,1600000,2,164000.0,1.7,1,1,0,1,0
39,9,2006,3500000,0,280000.0,0.2,1,1,0,1,0
39,9,2006,3500000,0,188000.0,0.2,1,1,0,1,0
39,9,2006,3300000,0,250000.0,2.0,1,1,0,1,0
39,9,2008,2900000,0,256000.0,2.0,1,7,0,1,0
39,9,2006,2300000,0,251000.0,2.0,1,1,0,1,0
39,9,2008,2900000,1,123564.0,2.0,1,1,0,1,0
39,9,2006,1850000,0,234347.0,2.5,1,1,0,1,0
39,9,2006,1800000,0,370000.0,2.0,1,7,0,1,0
40,12,2013,4400000,0,180000.0,0.7,1,1,0,0,1
41,12,2008,4000000,0,110000.0,1.3,1,3,0,1,0
41,12,2008,3700000,0,181000.0,1.0,1,7,0,0,1
42,2,2008,5500000,0,170000.0,1.5,1,1,0,0,1
42,2,2007,5700000,0,67000.0,1.5,1,5,0,0,1
42,2,2008,4999999,0,60000.0,1.5,1,3,0,0,1
42,2,2008,5000000,0,127700.0,1.5,1,9,0,0,1
43,9,2015,3490000,0,175699.0,1.6,1,1,0,1,0
43,12,2015,3600000,0,104580.0,1.6,1,4,0,1,0
43,12,2017,2900000,2,170000.0,1.6,0,4,0,1,0
43,12,2015,3850000,0,172000.0,1.6,1,4,0,1,0
43,12,2017,2820000,0,60000.0,1.6,0,8,0,1,0
43,12,2015,3800000,0,110000.0,1.6,1,11,0,1,0
43,12,2015,3800000,0,180000.0,1.6,1,2,0,1,0
43,12,2017,2690000,2,72346.0,1.6,0,8,0,1,0
43,12,2015,4000000,0,137000.0,1.6,1,11,0,1,0
43,12,2015,3800000,0,177000.0,1.6,1,2,0,1,0
43,12,2015,2860000,0,86486.0,1.6,1,1,0,1,0
43,12,2017,2800000,2,175000.0,1.6,0,4,0,1,0
44,9,2014,2400000,2,190.0,1.6,1,4,0,1,0
44,9,2017,3200000,0,83000.0,1.6,0,11,0,1,0
44,9,2015,2750000,2,168000.0,1.6,1,1,0,1,0
44,9,2015,3100000,2,92703.0,1.6,1,1,0,1,0
44,9,2015,3400000,2,215.0,1.6,1,1,0,1,0
44,9,2017,2400000,2,170000.0,1.6,0,4,0,1,0
44,9,2017,2200000,2,150000.0,1.6,0,11,0,1,0
44,9,2015,1650000,2,190000.0,1.6,0,2,0,1,0
44,9,2015,3000000,2,100000.0,1.6,1,4,0,1,0
44,9,2015,2400000,2,108000.0,1.6,1,1,0,1,0
44,9,2015,3120000,2,272441.0,1.6,1,1,0,1,0
44,9,2015,2500000,2,150000.0,1.6,1,7,0,1,0
44,9,2015,1500000,2,272378.0,1.6,1,1,0,1,0
44,9,2019,4800000,2,115235.0,1.6,1,1,0,1,0
44,9,2020,3500000,2,68000.0,1.6,0,11,0,1,0
44,9,2017,3500000,0,89000.0,1.6,0,1,0,1,0
44,9,2015,3800000,2,111111.0,1.6,1,4,0,1,0
44,9,2016,3250000,2,109053.0,1.6,1,1,0,1,0
44,9,2015,1500000,2,154600.0,1.6,1,1,0,1,0
44,9,2019,3500000,2,146540.0,1.6,0,1,0,1,0
44,9,2017,1750000,2,240000.0,1.6,0,2,0,1,0
44,9,2016,2600000,2,85000.0,1.6,0,7,0,1,0
44,9,2017,2700000,0,82000.0,1.6,0,8,0,1,0
44,9,2015,2499999,2,200000.0,1.6,1,11,0,1,0
44,9,2014,2900000,2,215000.0,1.6,1,11,0,1,0
44,9,2015,2600000,2,133390.0,1.6,1,2,0,1,0
44,9,2015,3300000,2,195000.0,1.6,1,1,0,1,0
44,9,2014,10000,2,150000.0,1.6,0,1,0,1,0
44,9,2018,2800000,2,116000.0,1.6,0,4,0,1,0
44,9,2015,3000000,2,300000.0,1.6,1,1,0,1,0
44,9,2014,2300000,2,137200.0,1.6,1,4,0,1,0
44,9,2014,2600000,2,277000.0,1.6,1,11,0,1,0
44,9,2014,2500000,2,156500.0,1.6,1,11,0,1,0
44,9,2015,2700000,2,490000.0,1.6,1,1,0,1,0
44,9,2015,2300000,2,149000.0,1.6,1,1,0,1,0
44,9,2015,3000000,2,71000.0,1.6,1,4,0,1,0
44,9,2015,3000000,2,172000.0,1.6,1,4,0,1,0
44,9,2014,2000000,2,160000.0,1.6,0,2,0,1,0
44,9,2014,3000000,2,123000.0,1.6,1,2,0,1,0
44,9,2018,2550000,2,11000.0,1.6,0,1,0,1,0
45,9,2007,3900000,0,210000.0,2.4,1,11,0,1,0
46,12,2007,4000000,1,169000.0,2.0,1,11,0,1,0
46,12,2006,4300000,1,192960.0,2.4,1,1,0,0,1
46,12,2007,4000000,1,342717.0,2.0,1,5,0,1,0
46,12,2007,3490000,1,196000.0,2.0,1,0,0,1,0
46,12,2007,3500000,2,199000.0,1.8,1,9,0,1,0
46,12,2008,4450000,1,155000.0,2.0,1,1,0,1,0
46,12,2007,3920000,0,251408.0,2.0,1,8,0,1,0
46,12,2006,2900000,1,165000.0,2.4,1,5,0,1,0
47,3,2014,12500000,0,96700.0,3.6,0,11,1,0,0
47,3,2010,13500000,0,128640.0,3.6,0,1,1,0,0
47,3,2011,13000000,0,138000.0,3.6,1,11,1,0,0
47,3,2014,14990000,0,170000.0,3.6,1,1,1,0,0
47,3,2015,12900000,0,170000.0,3.6,1,11,1,0,0
47,3,2011,9000000,0,140000.0,3.6,1,11,1,0,0
47,3,2011,12000000,0,130000.0,3.6,1,11,1,0,0
47,3,2016,14999999,0,150000.0,3.6,1,8,1,0,0
48,9,2008,8600000,0,140.0,3.5,1,11,1,0,0
48,9,2007,6500000,0,230000.0,2.7,1,11,1,0,0
48,9,2006,15000000,0,39700.0,6.1,1,11,1,0,0
48,9,2007,5100000,0,179000.0,3.5,1,1,1,0,0
49,0,2006,8500000,0,270000.0,5.7,1,7,0,0,1
49,0,2014,16500000,0,140000.0,3.6,1,11,0,0,1
49,0,2009,7600000,0,112630.0,5.7,1,9,0,0,1
49,0,2011,12500000,0,184000.0,5.7,1,11,0,0,1
49,0,2006,8500000,0,140000.0,5.7,1,11,0,0,1
49,0,2009,7600000,0,112630.0,5.7,1,9,0,0,1
50,10,2008,8000000,0,101367.0,3.5,0,11,1,0,0
50,10,2005,5500000,0,257793.0,3.5,1,11,1,0,0
50,10,2005,5500000,0,267000.0,3.5,1,11,1,0,0
51,8,2005,11999000,0,139000.0,5.7,1,8,0,0,1
51,8,2008,17000000,0,183426.0,5.7,1,11,0,0,1
51,8,2004,15500000,0,141000.0,5.9,1,8,0,0,1
53,12,2013,2850000,2,180431.0,1.6,1,7,0,1,0
53,12,2014,2750000,0,206300.0,1.6,1,8,0,1,0
246,7,2004,4800000,0,777777.0,3.0,1,1,0,1,0
246,7,2006,5200000,0,270000.0,2.3,0,4,0,1,0
246,7,2006,5500000,0,215000.0,2.3,1,7,0,0,1
246,7,2012,7500000,0,160000.0,2.3,1,7,0,1,0
246,7,2006,5450000,0,210000.0,3.0,1,2,0,1,0
246,7,2004,4800000,0,238000.0,3.0,1,1,0,1,0
54,9,2014,3300000,0,212000.0,1.6,1,1,0,1,0
54,9,2013,1800000,0,125000.0,1.6,1,7,0,1,0
54,9,2014,3300000,0,212000.0,1.6,1,1,0,1,0
54,9,2013,2500000,2,370.0,1.6,1,8,0,1,0
55,8,2005,1300000,2,400000.0,0.9,1,1,0,1,0
55,8,2006,1800000,2,56000.0,0.9,1,1,1,0,0
55,8,2007,1550000,2,123000.0,2.2,1,7,0,1,0
55,8,2005,1400000,2,333333.0,1.0,1,1,1,0,0
55,8,2006,1500000,2,150000.0,2.2,1,1,0,1,0
55,8,2005,1800000,2,300000.0,1.0,1,1,1,0,0
55,8,2007,2800000,2,130000.0,3.0,1,1,1,0,0
55,8,2007,1300000,2,120000.0,1.0,1,7,1,0,0
55,8,2006,550000,2,1000.0,2.2,1,1,0,1,0
55,8,2004,1100000,2,96000.0,2.2,1,1,0,1,0
56,8,2006,2200000,2,30000.0,1.1,1,1,1,0,0
56,8,2013,1900000,2,120000.0,1.0,1,8,0,1,0
56,8,2006,1900000,2,123321.0,1.1,1,7,1,0,0
56,8,2013,2500000,2,23458.0,1.8,1,7,1,0,0
56,8,2009,1950000,2,135000.0,1.0,1,1,0,1,0
56,8,2008,1300000,2,167777.0,1.0,1,7,0,1,0
56,8,2013,2500000,2,170000.0,1.0,1,7,0,1,0
56,8,2011,1900000,2,160000.0,1.0,1,1,1,0,0
56,8,2009,4300000,2,50000.0,3.2,1,1,1,0,0
56,8,2013,1900000,2,81650.0,1.0,1,1,0,1,0
56,8,2013,2600000,2,90000.0,1.0,1,7,0,1,0
56,8,2013,2800000,2,10000.0,1.0,1,7,0,1,0
56,8,2014,2200000,2,555.0,1.0,1,1,0,1,0
56,8,2013,2500000,2,105000.0,1.0,1,1,0,1,0
56,8,2007,1400000,2,150000.0,1.0,1,1,0,1,0
56,8,2011,1500000,2,66000.0,1.0,1,1,0,1,0
56,8,2013,2500000,2,20000.0,1.0,1,1,0,1,0
56,8,2007,1400000,2,46000.0,1.0,1,7,0,1,0
56,8,2014,2600000,2,120000.0,1.0,1,7,0,1,0
56,8,2014,2000000,2,444300.0,1.0,1,1,0,1,0
56,8,2012,3000000,2,222222.0,1.1,1,7,1,0,0
56,8,2014,2500000,2,140000.0,1.0,1,8,1,0,0
56,8,2007,1300000,2,135.0,1.0,1,7,0,1,0
56,8,2011,2200000,2,150000.0,1.0,1,1,0,1,0
56,8,2006,1500000,2,153285.0,3.2,1,1,1,0,0
56,8,2012,3200000,2,74000.0,1.3,1,7,1,0,0
56,8,2009,1700000,2,10.0,3.0,1,1,0,1,0
56,8,2014,2600000,2,120000.0,1.0,1,7,1,0,0
56,8,2013,2300000,2,103000.0,1.0,1,7,1,0,0
56,8,2013,2300000,2,103000.0,1.0,1,7,1,0,0
56,8,2012,1750000,2,258000.0,1.0,1,1,0,1,0
56,8,2013,1900000,2,230000.0,1.0,1,7,0,1,0
56,8,2019,6800000,2,104700.0,1.5,1,8,1,0,0
56,8,2014,2200000,2,140000.0,1.0,1,1,0,1,0
56,8,2013,2500000,2,130000.0,1.0,1,8,0,1,0
57,6,2010,1500000,2,10000.0,1.0,1,7,1,0,0
57,6,2004,700000,2,123688.0,0.8,1,9,1,0,0
57,6,2007,2300000,2,76276.0,1.0,1,1,1,0,0
58,7,2012,2200000,2,230000.0,1.0,1,7,1,0,0
59,7,2013,1700000,2,234567.0,1.0,1,7,0,1,0
59,7,2012,1600000,2,235000.0,1.0,1,7,0,1,0
60,9,2013,3500000,0,139220.0,1.6,1,1,0,1,0
60,9,2015,2950000,2,182000.0,1.6,1,1,0,1,0
60,9,2012,2000000,0,160000.0,1.6,1,11,0,1,0
60,9,2013,3300000,2,131000.0,1.6,1,8,0,1,0
60,9,2014,3500000,0,298000.0,1.6,1,1,0,1,0
60,9,2013,3900000,2,123200.0,1.6,1,7,0,1,0
60,9,2013,3200000,2,160000.0,1.6,1,1,0,1,0
60,9,2013,4100000,0,160000.0,1.6,1,1,0,1,0
60,9,2013,2800000,0,200000.0,1.6,1,1,0,1,0
61,9,2014,3500000,0,115000.0,1.5,1,1,0,1,0
61,9,2014,1000000,2,104000.0,1.5,1,1,0,1,0
61,9,2014,2390000,0,164000.0,1.5,1,1,0,1,0
61,9,2014,1250000,0,200000.0,1.5,1,7,0,1,0
61,9,2014,2250000,0,115000.0,1.5,1,1,0,1,0
61,9,2014,2450000,0,150000.0,1.5,1,7,0,1,0
259,9,2006,2500000,0,400000.0,2.8,1,9,0,1,0
259,9,2006,4000000,0,117000.0,2.9,1,8,0,1,0
259,9,2006,4200000,0,150000.0,2.8,1,8,0,1,0
259,9,2007,5500000,0,500000.0,3.2,1,7,0,1,0
259,9,2004,3640000,0,336830.0,2.9,1,8,0,1,0
259,9,2007,6450000,0,245299.0,3.0,1,7,0,0,1
259,9,2005,4100000,0,165000.0,2.5,1,11,0,0,1
259,9,2008,8500000,0,123000.0,3.0,1,9,0,0,1
259,9,2005,4200000,0,150000.0,2.5,1,1,0,0,1
259,9,2006,5300000,0,243000.0,2.5,1,11,0,1,0
259,9,2007,6500000,0,305429.0,2.5,1,11,0,1,0
259,9,2007,6000000,0,328000.0,2.4,1,11,0,0,1
62,7,2020,4800000,2,95000.0,1.5,1,1,1,0,0
62,7,2020,4900000,0,85000.0,1.5,1,1,1,0,0
62,7,2018,4300000,2,132000.0,1.5,1,7,1,0,0
62,7,2020,3500000,0,226000.0,1.5,1,7,1,0,0
63,12,2010,1350000,2,250000.0,1.3,1,1,0,1,0
63,12,2012,1430000,2,228406.0,1.3,1,1,0,1,0
64,11,2014,3500000,2,260000.0,1.5,1,8,1,0,0
64,11,2014,4200000,2,125000.0,1.5,1,8,1,0,0
64,11,2017,4950000,2,130000.0,1.5,1,7,1,0,0
64,11,2019,6000000,2,38000.0,1.5,1,7,1,0,0
64,11,2018,8000000,2,8500.0,1.5,1,1,1,0,0
64,11,2018,5500000,2,70000.0,1.5,1,7,1,0,0
64,7,2017,2770000,2,100200.0,1.5,1,1,1,0,0
65,9,2012,1200000,2,285000.0,1.4,0,8,0,1,0
66,7,2011,6900000,2,333200.0,1.6,1,1,0,1,0
66,7,2008,3000000,2,160000.0,1.3,1,1,0,1,0
66,7,2005,1500000,2,200000.0,1.6,1,11,0,1,0
67,6,2011,5800000,2,270000.0,2.3,1,1,0,1,0
67,6,2012,5200000,2,290000.0,2.3,1,1,0,1,0
67,6,2011,6200000,2,250.0,2.3,1,1,0,1,0
67,6,2008,6000000,2,370000.0,2.3,1,1,0,1,0
67,6,2008,7500000,2,280000.0,2.3,1,11,0,1,0
67,6,2010,3700000,2,210000.0,2.3,0,1,0,1,0
68,12,2006,1200000,3,165000.0,1.2,1,2,0,1,0
68,12,2006,2000000,3,160000.0,1.4,1,7,0,1,0
68,12,2007,2750000,3,138190.0,1.2,1,7,0,1,0
69,7,2004,1800000,2,287000.0,1.6,1,11,0,1,0
69,7,2007,1650000,2,254000.0,1.8,0,9,0,1,0
69,7,2007,2300000,0,344188.0,2.0,1,9,0,1,0
69,7,2007,3150000,2,232000.0,1.6,1,9,0,1,0
69,7,2005,3400000,2,250000.0,1.8,1,7,0,1,0
69,7,2005,2700000,2,329298.0,2.0,1,11,0,1,0
71,6,2009,13000000,0,121394.0,4.6,1,11,1,0,0
71,6,2009,13000000,0,121394.0,4.6,1,11,1,0,0
70,2,2017,9000000,3,73000.0,1.6,1,1,0,1,0
70,2,2017,8300000,3,35358.0,1.6,1,1,0,1,0
70,2,2016,6500000,3,112000.0,1.6,1,11,0,1,0
72,2,2007,6999999,0,190000.0,3.5,1,0,0,0,1
72,2,2014,14500000,0,72000.0,3.5,1,1,0,0,1
72,2,2012,12000000,0,125000.0,3.5,1,1,0,0,1
72,2,2012,14000000,0,100000.0,3.5,1,11,0,0,1
72,2,2012,8990000,0,203357.0,3.5,1,8,0,0,1
72,2,2014,12800000,0,102000.0,3.5,1,11,0,0,1
72,2,2012,12000000,0,80000.0,2.0,1,7,0,1,0
72,2,2013,13500000,0,140000.0,3.5,1,1,0,0,1
72,2,2012,13000000,0,162000.0,3.5,1,7,0,0,1
72,2,2011,11499999,0,150000.0,3.5,1,7,0,0,1
73,2,2008,5700000,0,212000.0,3.0,1,7,0,1,0
73,2,2004,4100000,0,246177.0,3.0,1,9,0,0,1
73,2,2004,4000000,0,306429.0,2.3,1,8,0,1,0
73,2,2007,4000000,0,357198.0,3.0,1,5,0,0,1
73,2,2005,4200000,0,112000.0,3.0,1,9,0,0,1
73,2,2011,6000000,0,208000.0,3.0,1,8,0,0,1
73,2,2005,4400000,0,241300.0,2.3,1,8,0,1,0
73,2,2005,3700000,0,264602.0,3.0,1,9,0,1,0
73,2,2012,7590000,0,139984.0,1.6,1,3,0,1,0
73,2,2013,7200000,0,70000.0,1.6,1,3,0,1,0
74,0,2005,9990000,0,89098.0,6.8,1,1,0,0,1
74,0,2005,9999999,0,89098.0,6.8,1,1,0,0,1
74,0,2005,9999999,0,89098.0,6.8,1,1,0,0,1
75,0,2007,9500000,0,254000.0,5.4,1,11,0,0,1
75,0,2013,10000000,0,285000.0,5.4,1,1,0,0,1
75,0,2007,9000000,0,175000.0,5.4,1,11,0,0,1
75,0,2007,4500000,0,212000.0,5.4,1,1,1,0,0
75,0,2005,7000000,0,105000.0,5.4,1,11,0,0,1
76,0,2006,7500000,0,95000.0,4.0,0,11,0,0,1
76,0,2006,6500000,0,100000.0,4.0,0,11,0,0,1
76,0,2005,5700000,0,262000.0,4.0,1,8,0,0,1
76,0,2018,17500000,1,75000.0,2.3,1,11,0,0,1
76,0,2005,4300000,0,260000.0,4.6,0,11,0,0,1
76,0,2007,7200000,0,290000.0,4.0,1,11,0,0,1
76,0,2006,4800000,0,74000.0,4.6,0,11,0,0,1
76,0,2013,12000000,0,101617.0,3.5,1,1,0,0,1
76,0,2006,6100000,0,380000.0,4.0,1,1,0,0,1
76,0,2009,11650000,0,95000.0,4.6,1,11,0,0,1
76,0,2005,5900000,0,234000.0,4.0,1,11,0,0,1
76,0,2006,7400000,0,222222.0,4.0,1,1,0,0,1
76,0,2014,15500000,0,66000.0,3.5,1,1,0,0,1
76,0,2006,7300000,0,208000.0,4.0,1,7,0,0,1
76,0,2013,12200000,0,80000.0,3.5,1,11,0,0,1
76,0,2005,5600000,0,206782.0,4.0,0,9,0,0,1
76,0,2008,10500000,0,245000.0,4.0,1,11,0,0,1
76,0,2005,6500000,0,275000.0,4.6,1,11,1,0,0
76,0,2005,6500000,0,244755.0,4.6,1,11,1,0,0
76,0,2013,11990000,0,106000.0,3.5,1,1,0,0,1
76,0,2007,7700000,0,150000.0,4.0,1,11,1,0,0
76,0,2010,10100000,0,160900.0,4.6,1,11,0,0,1
76,0,2006,7000000,0,109000.0,4.0,0,11,0,0,1
76,0,2006,4700000,0,74.0,4.6,0,11,1,0,0
76,0,2005,5600000,0,220000.0,4.0,1,7,0,0,1
76,0,2005,5400000,0,252000.0,4.0,1,11,0,0,1
76,0,2007,7300000,0,220000.0,4.0,1,11,0,0,1
76,0,2007,7700000,0,240000.0,4.0,1,11,0,0,1
76,0,2004,5600000,0,250000.0,4.0,1,1,0,0,1
76,0,2006,11700000,0,62500.0,4.0,1,4,0,0,1
76,0,2006,4000000,0,144720.0,4.0,0,11,0,0,1
76,0,2008,6000000,0,150.0,4.0,0,9,0,0,1
76,0,2007,4800000,0,220000.0,4.6,0,9,0,0,1
76,0,2011,10800000,0,250000.0,3.5,1,1,0,0,1
76,0,2010,8500000,0,273.0,4.0,1,11,0,0,1
76,0,2004,3500000,0,258888.0,4.0,0,7,0,0,1
76,0,2006,4350000,0,172000.0,4.6,1,11,0,0,1
76,0,2014,15500000,0,97800.0,3.5,1,11,0,0,1
76,0,2014,13600000,0,125000.0,3.5,1,1,0,0,1
76,0,2012,11700000,0,150727.0,3.5,1,1,0,0,1
76,0,2009,6499000,0,234500.0,4.0,0,7,0,0,1
76,0,2006,5500000,0,250000.0,4.6,1,11,0,0,1
76,0,2013,16000000,0,113679.0,3.5,1,1,0,0,1
76,0,2007,6000000,0,138000.0,4.0,0,1,0,0,1
76,0,2006,6800000,0,184000.0,4.0,0,11,0,0,1
76,0,2014,12000000,0,230000.0,3.5,1,4,0,0,1
76,0,2004,6300000,0,342717.0,4.0,1,7,0,0,1
76,0,2013,11500000,0,130000.0,3.5,1,1,0,0,1
76,0,2007,7200000,0,150000.0,4.0,1,11,0,0,1
76,0,2013,10500000,0,150000.0,3.5,1,1,0,0,1
77,8,2014,16100000,0,290000.0,5.0,0,11,0,0,1
77,8,2006,12500000,0,208000.0,5.4,1,8,0,0,1
77,8,2013,17000000,0,350000.0,3.5,1,1,0,0,1
77,8,2006,15000000,0,250848.0,6.7,1,11,0,0,1
77,8,2011,10000000,0,257280.0,5.0,0,1,0,0,1
77,8,2012,15000000,0,172500.0,3.5,0,7,0,0,1
77,8,2004,15800000,0,434160.0,6.0,1,11,0,0,1
77,8,2004,8300000,0,160000.0,3.9,1,8,0,0,1
78,12,2010,2900000,0,223000.0,1.4,1,7,0,1,0
78,12,2006,2600000,2,287000.0,1.6,1,7,0,1,0
78,12,2006,2800000,2,208000.0,1.4,1,8,0,1,0
78,12,2012,4000000,0,200000.0,1.4,1,7,0,1,0
78,12,2010,2900000,0,226000.0,1.4,1,7,0,1,0
78,12,2008,3400000,0,160000.0,1.6,1,9,0,1,0
78,12,2012,5100000,0,94000.0,1.4,1,1,0,1,0
78,12,2006,2600000,3,208000.0,1.4,1,8,0,1,0
78,9,2016,5555000,2,59710.0,1.6,1,1,0,1,0
78,12,2014,4299999,3,123000.0,1.6,1,5,0,1,0
78,12,2007,2700000,2,170000.0,1.6,1,5,0,1,0
78,12,2017,5050000,3,108000.0,1.6,1,1,0,1,0
78,12,2007,2500000,3,173470.0,1.4,1,3,0,1,0
78,9,2015,4700000,3,125000.0,1.6,1,1,0,1,0
78,9,2016,5990000,0,97839.0,1.6,1,1,0,1,0
78,12,2009,2450000,2,268000.0,1.3,1,2,0,1,0
78,12,2007,1600000,3,278685.0,1.4,0,7,0,1,0
78,9,2016,5370000,0,116554.0,1.6,1,4,0,1,0
78,9,2011,2700000,3,108000.0,1.6,1,9,0,1,0
78,12,2007,1300000,3,180000.0,1.4,0,7,0,1,0
78,9,2015,5390000,2,125785.0,1.6,1,11,0,1,0
78,9,2016,6200000,0,75000.0,1.6,1,9,0,1,0
78,12,2012,4500000,0,90000.0,1.4,1,2,0,1,0
79,12,2008,3100000,2,230000.0,1.8,1,0,0,1,0
79,12,2010,3500000,2,168000.0,1.6,1,8,0,1,0
79,12,2012,3150000,2,244000.0,1.6,0,4,0,1,0
79,9,2008,2300000,2,250000.0,1.4,1,11,0,1,0
79,9,2006,2600000,0,172000.0,2.0,1,7,0,1,0
79,9,2012,6999999,3,29000.0,1.6,1,1,0,1,0
79,12,2007,2000000,2,206000.0,1.6,0,9,0,1,0
79,12,2017,7150000,0,79000.0,1.6,1,1,0,1,0
79,12,2014,4850000,3,179990.0,1.6,1,1,0,1,0
79,9,2011,2850000,2,230000.0,1.6,0,1,0,1,0
79,9,2007,1550000,2,220000.0,1.6,0,7,0,1,0
79,12,2009,1750000,0,233333.0,1.6,1,11,0,1,0
79,9,2015,5600000,2,155500.0,1.6,1,4,0,1,0
79,12,2014,4600000,3,43000.0,1.6,1,1,0,1,0
79,9,2006,2900000,2,189000.0,1.8,1,11,0,1,0
79,12,2012,2800000,3,248000.0,1.6,0,1,0,1,0
79,12,2017,7000000,2,51250.0,1.6,1,1,0,1,0
79,12,2012,3300000,3,115000.0,1.6,0,1,0,1,0
79,12,2012,3500000,3,139000.0,1.6,0,1,0,1,0
79,10,2011,4429000,0,254465.0,2.0,1,7,0,1,0
79,9,2015,5500000,3,138000.0,1.6,1,1,0,1,0
79,10,2008,3510000,2,292133.0,1.6,1,8,0,1,0
79,12,2007,3700000,0,232000.0,1.6,1,11,0,1,0
79,10,2006,2450000,2,240000.0,1.6,0,9,0,1,0
79,9,2012,3900000,3,139000.0,1.6,1,1,0,1,0
79,12,2005,3500000,0,230000.0,1.6,1,9,0,1,0
79,12,2011,4500000,2,195335.0,1.6,1,5,0,1,0
79,9,2007,2990000,2,397849.0,1.6,1,8,0,1,0
79,12,2011,4000000,2,196428.0,1.6,1,5,0,1,0
79,10,2010,4600000,2,244000.0,1.6,1,7,0,1,0
79,9,2005,2200000,2,133333.0,1.6,1,7,0,1,0
79,9,2007,3500000,0,272000.0,1.6,1,7,0,1,0
79,10,2014,6500000,2,46000.0,1.6,1,4,0,1,0
79,9,2012,3500000,0,191000.0,2.0,0,7,0,1,0
79,10,2007,2500000,2,300000.0,1.8,0,8,0,1,0
79,12,2008,2800000,2,199000.0,1.8,1,7,0,1,0
79,12,2012,3000000,3,200300.0,2.0,0,11,0,1,0
79,9,2016,5500000,3,100000.0,1.6,1,1,0,1,0
79,9,2004,1250000,0,165000.0,2.0,0,9,0,1,0
79,9,2018,5000000,0,45000.0,1.5,0,11,0,1,0
79,12,2012,2800000,3,206500.0,1.6,0,9,0,1,0
79,9,2004,1800000,2,261354.0,1.8,1,7,0,1,0
79,12,2012,5540000,0,137489.0,1.6,1,1,0,1,0
79,9,2017,7200000,0,90000.0,1.5,1,8,0,1,0
79,9,2008,2000000,2,230000.0,1.6,0,11,0,1,0
79,9,2017,5600000,0,132000.0,1.5,1,7,0,1,0
79,9,2004,600000,2,200000.0,1.8,0,8,0,1,0
79,12,2016,4300000,0,105000.0,1.5,0,8,0,1,0
79,12,2012,2350000,3,250000.0,1.6,0,1,0,1,0
79,12,2015,5290000,0,231442.0,1.6,1,1,0,1,0
79,12,2014,6190000,0,135331.0,1.6,1,1,0,1,0
79,9,2016,7400000,3,34000.0,1.6,1,1,0,1,0
79,12,2008,2000000,2,270.0,1.6,0,1,0,1,0
79,12,2008,3200000,2,230000.0,1.8,1,0,0,1,0
79,9,2015,5600000,3,105000.0,1.6,1,7,0,1,0
79,12,2007,3600000,0,220000.0,1.6,1,11,0,1,0
79,12,2013,4950000,3,142000.0,1.6,1,1,0,1,0
79,9,2005,3900000,0,150000.0,1.6,1,7,0,1,0
79,12,2013,4750000,2,119095.0,1.6,1,11,0,1,0
79,9,2004,1000000,2,238569.0,1.6,0,7,0,1,0
79,12,2012,4300000,3,230000.0,2.0,1,8,0,1,0
79,9,2013,2600000,0,180000.0,1.6,0,11,0,1,0
79,12,2012,2350000,3,250000.0,1.6,0,1,0,1,0
79,9,2015,4700000,0,94000.0,1.6,1,11,0,1,0
79,12,2012,2350000,3,250000.0,1.6,0,1,0,1,0
79,12,2010,2700000,0,230000.0,2.0,1,1,0,1,0
79,12,2013,4500000,3,129770.0,1.6,1,1,0,1,0
79,12,2004,2000000,2,380000.0,1.4,1,9,0,1,0
79,9,2011,3900000,3,175000.0,1.6,1,11,0,1,0
79,12,2012,4300000,3,149000.0,2.0,1,7,0,1,0
79,9,2007,3500000,0,308000.0,1.6,1,11,0,1,0
79,9,2012,3500000,3,145000.0,1.6,1,8,0,1,0
79,9,2016,6700000,3,38700.0,1.6,1,1,0,1,0
79,12,2012,4400000,0,111430.0,1.6,1,7,0,1,0
79,10,2012,4500000,3,220000.0,1.6,1,5,0,1,0
79,10,2012,4500000,3,220000.0,1.6,1,5,0,1,0
79,9,2008,2750000,2,170000.0,1.6,1,9,0,1,0
79,9,2008,2800000,2,190288.0,1.6,1,11,0,1,0
79,9,2004,2600000,2,220000.0,1.8,1,7,0,1,0
79,12,2008,4000000,0,200000.0,1.6,1,1,0,1,0
79,9,2013,7000000,2,123000.0,1.6,1,7,0,1,0
79,9,2004,1200000,0,118000.0,2.0,0,5,0,1,0
79,9,2011,4500000,2,100000.0,1.6,1,7,0,1,0
